SRR769423	SRR769423_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769423	SRR769423_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769424	SRR769424_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769424	SRR769424_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769425	SRR769425_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769425	SRR769425_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769426	SRR769426_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769426	SRR769426_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769427	SRR769427_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769427	SRR769427_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769428	SRR769428_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769428	SRR769428_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769429	SRR769429_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769429	SRR769429_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769430	SRR769430_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769430	SRR769430_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769431	SRR769431_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769431	SRR769431_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769432	SRR769432_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769432	SRR769432_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769433	SRR769433_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769433	SRR769433_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769434	SRR769434_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769434	SRR769434_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769435	SRR769435_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769435	SRR769435_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769436	SRR769436_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769436	SRR769436_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769437	SRR769437_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769437	SRR769437_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769438	SRR769438_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769438	SRR769438_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769439	SRR769439_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769439	SRR769439_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769440	SRR769440_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769440	SRR769440_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769441	SRR769441_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769441	SRR769441_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769442	SRR769442_paired_1.fastq.gz	pair1	noassembly	nobinning
SRR769442	SRR769442_paired_2.fastq.gz	pair2	noassembly	nobinning
SRR769509	SRR769509_paired_1.fastq.gz	pair1
SRR769509	SRR769509_paired_2.fastq.gz	pair2
SRR769510	SRR769510_paired_1.fastq.gz	pair1
SRR769510	SRR769510_paired_2.fastq.gz	pair2
SRR769511	SRR769511_paired_1.fastq.gz	pair1
SRR769511	SRR769511_paired_2.fastq.gz	pair2
SRR769512	SRR769512_paired_1.fastq.gz	pair1
SRR769512	SRR769512_paired_2.fastq.gz	pair2
SRR769513	SRR769513_paired_1.fastq.gz	pair1
SRR769513	SRR769513_paired_2.fastq.gz	pair2
SRR769514	SRR769514_paired_1.fastq.gz	pair1
SRR769514	SRR769514_paired_2.fastq.gz	pair2
SRR769515	SRR769515_paired_1.fastq.gz	pair1
SRR769515	SRR769515_paired_2.fastq.gz	pair2
SRR769516	SRR769516_paired_1.fastq.gz	pair1
SRR769516	SRR769516_paired_2.fastq.gz	pair2
SRR769517	SRR769517_paired_1.fastq.gz	pair1
SRR769517	SRR769517_paired_2.fastq.gz	pair2
SRR769518	SRR769518_paired_1.fastq.gz	pair1
SRR769518	SRR769518_paired_2.fastq.gz	pair2
SRR769519	SRR769519_paired_1.fastq.gz	pair1
SRR769519	SRR769519_paired_2.fastq.gz	pair2
SRR769520	SRR769520_paired_1.fastq.gz	pair1
SRR769520	SRR769520_paired_2.fastq.gz	pair2
SRR769521	SRR769521_paired_1.fastq.gz	pair1
SRR769521	SRR769521_paired_2.fastq.gz	pair2
SRR769522	SRR769522_paired_1.fastq.gz	pair1
SRR769522	SRR769522_paired_2.fastq.gz	pair2
SRR769523	SRR769523_paired_1.fastq.gz	pair1
SRR769523	SRR769523_paired_2.fastq.gz	pair2
SRR769524	SRR769524_paired_1.fastq.gz	pair1
SRR769524	SRR769524_paired_2.fastq.gz	pair2
SRR769525	SRR769525_paired_1.fastq.gz	pair1
SRR769525	SRR769525_paired_2.fastq.gz	pair2
SRR769526	SRR769526_paired_1.fastq.gz	pair1
SRR769526	SRR769526_paired_2.fastq.gz	pair2
SRR769527	SRR769527_paired_1.fastq.gz	pair1
SRR769527	SRR769527_paired_2.fastq.gz	pair2
SRR769528	SRR769528_paired_1.fastq.gz	pair1
SRR769528	SRR769528_paired_2.fastq.gz	pair2
SRR769529	SRR769529_paired_1.fastq.gz	pair1
SRR769529	SRR769529_paired_2.fastq.gz	pair2
SRR769530	SRR769530_paired_1.fastq.gz	pair1
SRR769530	SRR769530_paired_2.fastq.gz	pair2
SRR769531	SRR769531_paired_1.fastq.gz	pair1
SRR769531	SRR769531_paired_2.fastq.gz	pair2
SRR769532	SRR769532_paired_1.fastq.gz	pair1
SRR769532	SRR769532_paired_2.fastq.gz	pair2
SRR769533	SRR769533_paired_1.fastq.gz	pair1
SRR769533	SRR769533_paired_2.fastq.gz	pair2
SRR769534	SRR769534_paired_1.fastq.gz	pair1
SRR769534	SRR769534_paired_2.fastq.gz	pair2
SRR769535	SRR769535_paired_1.fastq.gz	pair1
SRR769535	SRR769535_paired_2.fastq.gz	pair2
SRR769536	SRR769536_paired_1.fastq.gz	pair1
SRR769536	SRR769536_paired_2.fastq.gz	pair2
SRR769537	SRR769537_paired_1.fastq.gz	pair1
SRR769537	SRR769537_paired_2.fastq.gz	pair2
SRR769538	SRR769538_paired_1.fastq.gz	pair1
SRR769538	SRR769538_paired_2.fastq.gz	pair2
SRR769539	SRR769539_paired_1.fastq.gz	pair1
SRR769539	SRR769539_paired_2.fastq.gz	pair2
SRR769540	SRR769540_paired_1.fastq.gz	pair1
SRR769540	SRR769540_paired_2.fastq.gz	pair2
